height	rank	name
8	206	Hs 683
8	207	Hs 695T
8	208	Hs 739.T
8	209	Hs 766T
8	210	Hs 840.T
8	211	Hs 936.T
8	212	Hs 944.T
8	213	HSC-2
8	214	HT
8	215	HT-1197
8	216	HT-1376
8	217	HT-29
8	218	HuCCT1
8	219	huH-1
8	220	HUP-T3
8	221	IA-LM
8	222	IGR-37
8	223	IGR-39
8	224	IGROV1
8	225	IM95
8	226	IMR-32
8	227	IPC-298
8	228	JHH-2
8	229	JHH-4
8	230	JHH-6
8	231	JHOS-2
8	232	JURKAT
8	233	K029AX
8	234	KALS-1
8	235	KARPAS-299
8	236	KARPAS-422
8	237	KARPAS-620
8	238	KE-97
8	239	KG-1
8	240	KLE
8	241	KMBC-2
8	242	KMRC-1
8	243	KMRC-2
8	244	KMS-12-BM
8	245	KNS-42
8	246	KNS-60
8	247	KNS-81
8	248	KO52
8	249	KP-1N
8	250	KP-1NL
8	251	KP-2
8	252	KP-3
8	253	KP4
8	254	KURAMOCHI
8	255	KYSE-30
8	256	L3.3
8	257	L-363
8	258	LC-1/sq-SF
8	259	LCLC-103H
8	260	LN-18
8	261	LOU-NH91
8	262	LS123
8	263	LS513
8	264	LU99
8	265	M059J
8	266	MC116
8	267	MCAS
8	268	MCF7
8	269	MDA-MB-157
8	270	MDA-MB-175-VII
8	271	MDA-MB-436
8	272	MDA-MB-453
8	273	MES-SA
8	274	MeWo
8	275	MFE-280
8	276	MG-63
8	277	MIA PaCa-2
8	278	Mino
8	279	MJ
8	280	MKN-45
8	281	MKN7
8	282	MKN74
8	283	MOG-G-CCM
8	284	MOLP-8
8	285	MPP 89
8	286	NCI-H1048
8	287	NCI-H1092
8	288	NCI-H1184
8	289	NCI-H1341
8	290	NCI-H1355
8	291	NCI-H1373
8	292	NCI-H1563
8	293	NCI-H1568
8	294	NCI-H1573
8	295	NCI-H1581
8	296	NCI-H1650
8	297	NCI-H1651
8	298	NCI-H1693
8	299	NCI-H1694
8	300	NCI-H1792
8	301	NCI-H1793
8	302	NCI-H1869
8	303	NCI-H1915
8	304	NCI-H1944
8	305	NCI-H1975
8	306	NCI-H2009
8	307	NCI-H2030
8	308	NCI-H2052
8	309	NCI-H2085
8	310	NCI-H2172
8	311	NCI-H2228
8	312	NCI-H226
8	313	NCI-H2444
8	314	NCI-H2452
8	315	NCI-H28
8	316	NCI-H322
8	317	NCI-H358
8	318	NCI-H441
8	319	NCI-H520
8	320	NCI-H522
8	321	NCI-H647
8	322	NCI-H650
8	323	NCI-H661
8	324	NCI-H727
8	325	NCI-H747
8	326	NIH:OVCAR-3
8	327	NUGC-3
8	328	OC 314
8	329	OC 315
8	330	OC 316
8	331	OCUM-1
8	332	OE33
8	333	ONCO-DG-1
8	334	ONS-76
8	335	OPM-2
8	336	OVCAR-4
8	337	OVMANA
8	338	OVSAHO
8	339	OVTOKO
8	340	P12-ICHIKAWA
8	341	P31/FUJ
8	342	P3HR-1
8	343	Panc 02.03
8	344	Panc 03.27
8	345	Panc 04.03
8	346	Panc 10.05
8	347	PC-3
8	348	Pfeiffer
8	349	PK-1
8	350	PK-45H
8	351	PK-59
8	352	PL45
8	353	Raji
8	354	Reh
8	355	RERF-GC-1B
8	356	RERF-LC-AI
8	357	RERF-LC-MS
8	358	RKN
8	359	RKO
8	360	RL95-2
8	361	RPMI-8402
8	362	RT-112
8	363	RT4
8	364	RVH-421
8	365	SBC-5
8	366	SCaBER
8	367	SF126
8	368	SF-295
8	369	SF8657
8	370	SHP-77
8	371	SIMA
8	372	SJRH30
8	373	SK-BR-3
8	374	SK-ES-1
8	375	SK-HEP-1
8	376	SK-LU-1
8	377	SK-MEL-2
8	378	SK-MEL-30
8	379	SK-MEL-5
8	380	SK-MM-2
8	381	SK-N-BE(2)
8	382	SK-OV-3
8	383	SNG-M
8	384	SNU-1
8	385	SNU-182
8	386	SNU-423
8	387	SNU-449
8	388	SNU-C2A
8	389	SNU-C2B
8	390	SU-DHL-10
8	391	SUIT-2
8	392	SUP-M2
8	393	SUP-T1
8	394	SW 1271
8	395	SW 1353
8	396	SW403
8	397	SW48
8	398	SW480
8	399	SW620
8	400	SW 780
8	401	SW 900
8	402	T24
8	403	T3M-10
8	404	T-47D
8	405	T84
8	406	T98G
8	407	TC-71
8	408	TCCSUP
8	409	TEN
8	410	Toledo
8	411	TOV-112D
8	412	TOV-21G
8	413	TYK-nu
8	414	U-118 MG
8	415	U-87 MG
8	416	UACC-812
8	417	UM-UC-3
8	418	VMRC-LCD
8	419	VMRC-RCZ
8	420	ZR-75-30
